State,District,Market,Commodity,Variety,Grade,Arrival_Date,Min_Price,Max_Price,Modal_Price,Commodity_Code
Tamil Nadu,Erode,Perundurai,Turmeric,Bulb,FAQ,29/10/2021,5602,6939,6369,39
Tamil Nadu,Erode,Perundurai,Turmeric,Bulb,FAQ,18/11/2021,6190,7100,6742,39
Tamil Nadu,Erode,Perundurai,Turmeric,Bulb,FAQ,26/11/2021,6312,7799,7099,39
Tamil Nadu,Erode,Perundurai,Turmeric,Bulb,FAQ,06/12/2021,6210,7269,6729,39
Tamil Nadu,Erode,Perundurai,Turmeric,Bulb,FAQ,21/12/2021,6469,8009,7300,39
Tamil Nadu,Erode,Perundurai,Turmeric,Bulb,FAQ,30/12/2021,5580,8799,6899,39
Tamil Nadu,Erode,Perundurai,Turmeric,Finger,FAQ,06/01/2021,5069,6114,5839,39
Tamil Nadu,Erode,Perundurai,Turmeric,Finger,FAQ,07/01/2021,5289,6399,5789,39
Tamil Nadu,Erode,Perundurai,Turmeric,Finger,FAQ,03/02/2021,5933,7014,6541,39
Tamil Nadu,Erode,Perundurai,Turmeric,Finger,FAQ,18/02/2021,7011,8399,7894,39
Tamil Nadu,Erode,Perundurai,Turmeric,Finger,FAQ,24/03/2021,7609,9059,8259,39
Tamil Nadu,Erode,Perundurai,Turmeric,Finger,FAQ,28/04/2021,6591,8659,7914,39
Tamil Nadu,Erode,Perundurai,Turmeric,Finger,FAQ,29/04/2021,6589,8179,7591,39
Tamil Nadu,Erode,Perundurai,Turmeric,Finger,FAQ,30/04/2021,6569,8456,7656,39
Tamil Nadu,Erode,Perundurai,Turmeric,Finger,FAQ,25/06/2021,6312,7541,6902,39
Tamil Nadu,Erode,Perundurai,Turmeric,Finger,FAQ,02/07/2021,6902,8413,7881,39
Tamil Nadu,Erode,Perundurai,Turmeric,Finger,FAQ,14/07/2021,6489,7711,7041,39
Tamil Nadu,Erode,Perundurai,Turmeric,Finger,FAQ,23/07/2021,6129,7429,6810,39
Tamil Nadu,Erode,Perundurai,Turmeric,Finger,FAQ,28/07/2021,5677,7229,6509,39
Tamil Nadu,Erode,Perundurai,Turmeric,Finger,FAQ,05/08/2021,6009,7314,6819,39
Tamil Nadu,Erode,Perundurai,Turmeric,Finger,FAQ,24/08/2021,6009,7414,6731,39
Tamil Nadu,Erode,Perundurai,Turmeric,Finger,FAQ,26/08/2021,6555,7784,7164,39
Tamil Nadu,Erode,Perundurai,Turmeric,Finger,FAQ,15/09/2021,5781,6884,6215,39
Tamil Nadu,Erode,Perundurai,Turmeric,Finger,FAQ,29/09/2021,6099,7255,6669,39
Tamil Nadu,Erode,Perundurai,Turmeric,Finger,FAQ,13/10/2021,5714,7544,6829,39
Tamil Nadu,Erode,Perundurai,Turmeric,Finger,FAQ,21/10/2021,5610,7159,6385,39
Tamil Nadu,Erode,Perundurai,Turmeric,Finger,FAQ,27/10/2021,5559,6959,6316,39
Tamil Nadu,Erode,Perundurai,Turmeric,Finger,FAQ,09/11/2021,6542,7811,7244,39
Tamil Nadu,Erode,Perundurai,Turmeric,Finger,FAQ,26/11/2021,6589,8799,8041,39
Tamil Nadu,Erode,Perundurai,Turmeric,Finger,FAQ,06/12/2021,6519,8011,7269,39
Tamil Nadu,Erode,Perundurai,Turmeric,Finger,FAQ,10/12/2021,6769,8899,7889,39
Tamil Nadu,Erode,Perundurai,Turmeric,Finger,FAQ,21/12/2021,6606,8410,7614,39
Tamil Nadu,Erode,Perundurai,Turmeric,Bulb,FAQ,10/05/2024,9600,16579,13159,39
Tamil Nadu,Erode,Perundurai,Turmeric,Bulb,FAQ,20/05/2024,10509,16189,13236,39
Tamil Nadu,Erode,Perundurai,Turmeric,Bulb,FAQ,21/05/2024,9689,16199,12944,39
Tamil Nadu,Erode,Perundurai,Turmeric,Bulb,FAQ,22/05/2024,9489,16269,12879,39
Tamil Nadu,Erode,Perundurai,Turmeric,Bulb,FAQ,24/05/2024,10466,16489,13478,39
Tamil Nadu,Erode,Perundurai,Turmeric,Bulb,FAQ,26/05/2024,10466,16489,13478,39
Tamil Nadu,Erode,Perundurai,Turmeric,Finger,FAQ,04/05/2024,10369,18311,14469,39
Tamil Nadu,Erode,Perundurai,Turmeric,Finger,FAQ,09/05/2024,10177,17955,14066,39
Tamil Nadu,Erode,Perundurai,Turmeric,Finger,FAQ,10/05/2024,11519,17713,14745,39
Tamil Nadu,Erode,Perundurai,Turmeric,Finger,FAQ,12/05/2024,11519,17713,14745,39
Tamil Nadu,Erode,Perundurai,Turmeric,Finger,FAQ,13/05/2024,10123,17969,14046,39
Tamil Nadu,Erode,Perundurai,Turmeric,Finger,FAQ,14/05/2024,9235,17419,13635,39
Tamil Nadu,Erode,Perundurai,Turmeric,Finger,FAQ,21/05/2024,10600,17444,14266,39
Tamil Nadu,Erode,Perundurai,Turmeric,Finger,FAQ,22/05/2024,10245,17855,14050,39
Tamil Nadu,Erode,Perundurai,Turmeric,Finger,FAQ,27/05/2024,12039,17575,15199,39
Tamil Nadu,Erode,Perundurai,Turmeric,Bulb,FAQ,10/06/2024,10169,15289,12569,39
Tamil Nadu,Erode,Perundurai,Turmeric,Bulb,FAQ,18/06/2024,9600,15589,12595,39
Tamil Nadu,Erode,Perundurai,Turmeric,Finger,FAQ,05/06/2024,13699,16086,14893,39
Tamil Nadu,Erode,Perundurai,Turmeric,Finger,FAQ,10/06/2024,11699,16269,13984,39
Tamil Nadu,Erode,Perundurai,Turmeric,Finger,FAQ,11/06/2024,11007,16611,13809,39
Tamil Nadu,Erode,Perundurai,Turmeric,Bulb,FAQ,26/02/2024,9244,12729,10699,39
Tamil Nadu,Erode,Perundurai,Turmeric,Bulb,FAQ,05/03/2024,9215,13303,11259,39
Tamil Nadu,Erode,Perundurai,Turmeric,Bulb,FAQ,06/03/2024,9215,14899,12057,39
Tamil Nadu,Erode,Perundurai,Turmeric,Bulb,FAQ,14/03/2024,9570,16756,13163,39
Tamil Nadu,Erode,Perundurai,Turmeric,Bulb,FAQ,17/03/2024,9155,16299,12844,39
Tamil Nadu,Erode,Perundurai,Turmeric,Bulb,FAQ,20/03/2024,11369,15899,13688,39
Tamil Nadu,Erode,Perundurai,Turmeric,Bulb,FAQ,21/04/2024,8569,15889,12669,39
Tamil Nadu,Erode,Perundurai,Turmeric,Bulb,FAQ,22/04/2024,13899,15922,14911,39
Tamil Nadu,Erode,Perundurai,Turmeric,Bulb,FAQ,23/04/2024,14239,16330,15285,39
Tamil Nadu,Erode,Perundurai,Turmeric,Finger,FAQ,12/01/2024,8215,12311,10330,39
Tamil Nadu,Erode,Perundurai,Turmeric,Finger,FAQ,08/02/2024,9899,13711,11555,39
Tamil Nadu,Erode,Perundurai,Turmeric,Finger,FAQ,28/02/2024,9866,14114,11780,39
Tamil Nadu,Erode,Perundurai,Turmeric,Finger,FAQ,01/03/2024,9524,14255,12119,39
Tamil Nadu,Erode,Perundurai,Turmeric,Finger,FAQ,04/03/2024,11699,14911,13099,39
Tamil Nadu,Erode,Perundurai,Turmeric,Finger,FAQ,12/03/2024,11007,17899,14211,39
Tamil Nadu,Erode,Perundurai,Turmeric,Finger,FAQ,15/03/2024,12369,19859,16299,39
Tamil Nadu,Erode,Perundurai,Turmeric,Finger,FAQ,19/03/2024,10500,17099,13800,39
Tamil Nadu,Erode,Perundurai,Turmeric,Finger,FAQ,20/03/2024,13111,17899,15699,39
Tamil Nadu,Erode,Perundurai,Turmeric,Finger,FAQ,08/04/2024,9569,17589,15769,39
Tamil Nadu,Erode,Perundurai,Turmeric,Finger,FAQ,14/04/2024,9569,17169,13456,39
Tamil Nadu,Erode,Perundurai,Turmeric,Finger,FAQ,20/04/2024,9600,16800,14219,39
Tamil Nadu,Erode,Perundurai,Turmeric,Finger,FAQ,24/04/2024,11007,18029,14518,39
Tamil Nadu,Erode,Perundurai,Turmeric,Finger,FAQ,27/04/2024,11511,18643,15289,39
Tamil Nadu,Erode,Perundurai,Turmeric,Finger,FAQ,29/04/2024,9600,18070,13822,39
Tamil Nadu,Erode,Perundurai,Turmeric,Bulb,FAQ,04/01/2023,5189,6729,5959,39
Tamil Nadu,Erode,Perundurai,Turmeric,Bulb,FAQ,06/01/2023,4793,6529,5901,39
Tamil Nadu,Erode,Perundurai,Turmeric,Bulb,FAQ,13/01/2023,4800,6589,5719,39
Tamil Nadu,Erode,Perundurai,Turmeric,Bulb,FAQ,03/02/2023,4711,6686,5766,39
Tamil Nadu,Erode,Perundurai,Turmeric,Bulb,FAQ,22/02/2023,4855,6169,5512,39
Tamil Nadu,Erode,Perundurai,Turmeric,Bulb,FAQ,24/02/2023,4888,6169,5528,39
Tamil Nadu,Erode,Perundurai,Turmeric,Bulb,FAQ,02/03/2023,4109,6695,5769,39
Tamil Nadu,Erode,Perundurai,Turmeric,Bulb,FAQ,09/03/2023,4720,6499,5599,39
Tamil Nadu,Erode,Perundurai,Turmeric,Bulb,FAQ,21/08/2023,8888,13929,10859,39
Tamil Nadu,Erode,Perundurai,Turmeric,Bulb,FAQ,22/08/2023,8879,13919,11239,39
Tamil Nadu,Erode,Perundurai,Turmeric,Bulb,FAQ,23/08/2023,8859,13899,11556,39
Tamil Nadu,Erode,Perundurai,Turmeric,Bulb,FAQ,25/08/2023,8899,14089,11699,39
Tamil Nadu,Erode,Perundurai,Turmeric,Bulb,FAQ,29/08/2023,8042,12899,10055,39
Tamil Nadu,Erode,Perundurai,Turmeric,Bulb,FAQ,19/09/2023,8689,12349,10519,39
Tamil Nadu,Erode,Perundurai,Turmeric,Bulb,FAQ,05/10/2023,7136,11699,9386,39
Tamil Nadu,Erode,Perundurai,Turmeric,Bulb,FAQ,06/10/2023,8759,12389,10574,39
Tamil Nadu,Erode,Perundurai,Turmeric,Bulb,FAQ,20/10/2023,8569,12099,10269,39
Tamil Nadu,Erode,Perundurai,Turmeric,Bulb,FAQ,09/11/2023,8519,11930,10412,39
Tamil Nadu,Erode,Perundurai,Turmeric,Bulb,FAQ,23/11/2023,7619,11058,9338,39
Tamil Nadu,Erode,Perundurai,Turmeric,Bulb,FAQ,24/11/2023,8433,12105,10320,39
Tamil Nadu,Erode,Perundurai,Turmeric,Bulb,FAQ,29/11/2023,8599,11889,10122,39
Tamil Nadu,Erode,Perundurai,Turmeric,Bulb,FAQ,30/11/2023,8329,12156,10375,39
Tamil Nadu,Erode,Perundurai,Turmeric,Bulb,FAQ,04/12/2023,8042,11829,9660,39
Tamil Nadu,Erode,Perundurai,Turmeric,Bulb,FAQ,06/12/2023,7593,12109,9899,39
Tamil Nadu,Erode,Perundurai,Turmeric,Bulb,FAQ,11/12/2023,8336,11339,9788,39
Tamil Nadu,Erode,Perundurai,Turmeric,Bulb,FAQ,13/12/2023,8159,10599,9269,39
Tamil Nadu,Erode,Perundurai,Turmeric,Bulb,FAQ,20/12/2023,6131,11689,10355,39
Tamil Nadu,Erode,Perundurai,Turmeric,Finger,FAQ,02/01/2023,5569,7849,6884,39
Tamil Nadu,Erode,Perundurai,Turmeric,Finger,FAQ,03/01/2023,5489,7373,6431,39
Tamil Nadu,Erode,Perundurai,Turmeric,Finger,FAQ,04/01/2023,5599,7531,6610,39
Tamil Nadu,Erode,Perundurai,Turmeric,Finger,FAQ,09/01/2023,5200,7839,6974,39
Tamil Nadu,Erode,Perundurai,Turmeric,Finger,FAQ,23/01/2023,5236,6669,6089,39
Tamil Nadu,Erode,Perundurai,Turmeric,Finger,FAQ,31/01/2023,5436,7689,6519,39
Tamil Nadu,Erode,Perundurai,Turmeric,Finger,FAQ,02/02/2023,5369,7519,6569,39
Tamil Nadu,Erode,Perundurai,Turmeric,Finger,FAQ,10/02/2023,5211,7479,6370,39
Tamil Nadu,Erode,Perundurai,Turmeric,Finger,FAQ,28/02/2023,5096,7169,6299,39
Tamil Nadu,Erode,Perundurai,Turmeric,Finger,FAQ,01/03/2023,5766,7829,6897,39
Tamil Nadu,Erode,Perundurai,Turmeric,Finger,FAQ,08/03/2023,4555,6411,5369,39
Tamil Nadu,Erode,Perundurai,Turmeric,Finger,FAQ,10/03/2023,5189,7100,6255,39
Tamil Nadu,Erode,Perundurai,Turmeric,Finger,FAQ,14/03/2023,4569,6859,5645,39
Tamil Nadu,Erode,Perundurai,Turmeric,Finger,FAQ,21/08/2023,9045,14080,11589,39
Tamil Nadu,Erode,Perundurai,Turmeric,Finger,FAQ,28/08/2023,9566,14359,11889,39
Tamil Nadu,Erode,Perundurai,Turmeric,Finger,FAQ,31/08/2023,9055,13859,11457,39
Tamil Nadu,Erode,Perundurai,Turmeric,Finger,FAQ,01/09/2023,9089,13829,11600,39
Tamil Nadu,Erode,Perundurai,Turmeric,Finger,FAQ,13/09/2023,8669,12830,10939,39
Tamil Nadu,Erode,Perundurai,Turmeric,Finger,FAQ,22/09/2023,9611,13669,11689,39
Tamil Nadu,Erode,Perundurai,Turmeric,Finger,FAQ,27/09/2023,9569,12862,11611,39
Tamil Nadu,Erode,Perundurai,Turmeric,Finger,FAQ,26/10/2023,8511,12514,10512,39
Tamil Nadu,Erode,Perundurai,Turmeric,Finger,FAQ,07/11/2023,9042,12514,10626,39
Tamil Nadu,Erode,Perundurai,Turmeric,Finger,FAQ,09/11/2023,9559,13589,11589,39
Tamil Nadu,Erode,Perundurai,Turmeric,Finger,FAQ,16/11/2023,9092,12099,10595,39
Tamil Nadu,Erode,Perundurai,Turmeric,Finger,FAQ,23/11/2023,8239,11969,10104,39
Tamil Nadu,Erode,Perundurai,Turmeric,Finger,FAQ,24/11/2023,9565,13091,11669,39
Tamil Nadu,Erode,Perundurai,Turmeric,Finger,FAQ,30/11/2023,8742,13122,10836,39
Tamil Nadu,Erode,Perundurai,Turmeric,Finger,FAQ,07/12/2023,9369,13659,11669,39
Tamil Nadu,Erode,Perundurai,Turmeric,Finger,FAQ,11/12/2023,8855,12255,10689,39
Tamil Nadu,Erode,Perundurai,Turmeric,Finger,FAQ,13/12/2023,9169,12599,9989,39
Tamil Nadu,Erode,Perundurai,Turmeric,Finger,FAQ,14/12/2023,9439,13344,11813,39
Tamil Nadu,Erode,Perundurai,Turmeric,Bulb,FAQ,09/02/2016,8539,9318,8789,39
Tamil Nadu,Erode,Perundurai,Turmeric,Bulb,FAQ,10/02/2016,7869,8689,8194,39
Tamil Nadu,Erode,Perundurai,Turmeric,Bulb,FAQ,15/02/2016,7704,9099,8604,39
Tamil Nadu,Erode,Perundurai,Turmeric,Bulb,FAQ,18/02/2016,7618,9039,8697,39
Tamil Nadu,Erode,Perundurai,Turmeric,Bulb,FAQ,29/02/2016,7814,9269,8869,39
Tamil Nadu,Erode,Perundurai,Turmeric,Bulb,FAQ,10/03/2016,7868,8996,8599,39
Tamil Nadu,Erode,Perundurai,Turmeric,Bulb,FAQ,11/04/2016,8589,9534,9199,39
Tamil Nadu,Erode,Perundurai,Turmeric,Bulb,FAQ,12/04/2016,8569,9455,9069,39
Tamil Nadu,Erode,Perundurai,Turmeric,Bulb,FAQ,13/04/2016,8215,9255,8805,39
Tamil Nadu,Erode,Perundurai,Turmeric,Bulb,FAQ,20/04/2016,8289,9395,8969,39
Tamil Nadu,Erode,Perundurai,Turmeric,Bulb,FAQ,26/04/2016,8339,9499,9051,39
Tamil Nadu,Erode,Perundurai,Turmeric,Bulb,FAQ,27/04/2016,8419,9364,8899,39
Tamil Nadu,Erode,Perundurai,Turmeric,Bulb,FAQ,29/04/2016,8199,9289,8814,39
Tamil Nadu,Erode,Perundurai,Turmeric,Bulb,FAQ,24/05/2016,7599,8439,8099,39
Tamil Nadu,Erode,Perundurai,Turmeric,Bulb,FAQ,19/07/2016,7467,8473,8017,39
Tamil Nadu,Erode,Perundurai,Turmeric,Bulb,FAQ,03/08/2016,7369,8489,8091,39
Tamil Nadu,Erode,Perundurai,Turmeric,Bulb,FAQ,09/08/2016,7487,8574,8107,39
Tamil Nadu,Erode,Perundurai,Turmeric,Bulb,FAQ,10/08/2016,7311,8589,8055,39
Tamil Nadu,Erode,Perundurai,Turmeric,Bulb,FAQ,19/08/2016,7403,8311,7899,39
Tamil Nadu,Erode,Perundurai,Turmeric,Bulb,FAQ,26/08/2016,6966,7789,7499,39
Tamil Nadu,Erode,Perundurai,Turmeric,Bulb,FAQ,29/08/2016,7010,8269,7901,39
Tamil Nadu,Erode,Perundurai,Turmeric,Bulb,FAQ,12/09/2016,6411,7399,6889,39
Tamil Nadu,Erode,Perundurai,Turmeric,Bulb,FAQ,14/09/2016,6449,7609,7209,39
Tamil Nadu,Erode,Perundurai,Turmeric,Bulb,FAQ,15/09/2016,7209,7809,7509,39
Tamil Nadu,Erode,Perundurai,Turmeric,Bulb,FAQ,27/09/2016,6879,7809,7409,39
Tamil Nadu,Erode,Perundurai,Turmeric,Bulb,FAQ,30/09/2016,7149,8069,7889,39
Tamil Nadu,Erode,Perundurai,Turmeric,Bulb,FAQ,13/10/2016,7068,7500,7318,39
Tamil Nadu,Erode,Perundurai,Turmeric,Bulb,FAQ,21/10/2016,7219,8249,7899,39
Tamil Nadu,Erode,Perundurai,Turmeric,Bulb,FAQ,25/10/2016,7187,7969,7683,39
Tamil Nadu,Erode,Perundurai,Turmeric,Bulb,FAQ,26/10/2016,7137,8899,8547,39
Tamil Nadu,Erode,Perundurai,Turmeric,Bulb,FAQ,27/10/2016,7063,8064,7737,39
Tamil Nadu,Erode,Perundurai,Turmeric,Bulb,FAQ,01/11/2016,7114,8109,7664,39
Tamil Nadu,Erode,Perundurai,Turmeric,Bulb,FAQ,03/11/2016,7149,8079,7779,39
Tamil Nadu,Erode,Perundurai,Turmeric,Bulb,FAQ,04/11/2016,7067,8109,7809,39
Tamil Nadu,Erode,Perundurai,Turmeric,Bulb,FAQ,30/11/2016,7409,8169,7789,39
Tamil Nadu,Erode,Perundurai,Turmeric,Bulb,FAQ,01/12/2016,7469,8360,7899,39
Tamil Nadu,Erode,Perundurai,Turmeric,Bulb,FAQ,09/12/2016,7099,8089,7767,39
Tamil Nadu,Erode,Perundurai,Turmeric,Bulb,FAQ,12/12/2016,6899,7417,7397,39
Tamil Nadu,Erode,Perundurai,Turmeric,Bulb,FAQ,14/12/2016,7289,8239,7889,39
Tamil Nadu,Erode,Perundurai,Turmeric,Bulb,FAQ,16/12/2016,7469,8439,7889,39
Tamil Nadu,Erode,Perundurai,Turmeric,Bulb,FAQ,23/12/2016,7469,9109,8779,39
Tamil Nadu,Erode,Perundurai,Turmeric,Bulb,FAQ,27/12/2016,6939,8281,8014,39
Tamil Nadu,Erode,Perundurai,Turmeric,Bulb,FAQ,29/12/2016,7489,8264,8090,39
Tamil Nadu,Erode,Perundurai,Turmeric,Bulb,FAQ,30/12/2016,7001,8324,7869,39
Tamil Nadu,Erode,Perundurai,Turmeric,Finger,FAQ,19/02/2016,7869,9605,9223,39
Tamil Nadu,Erode,Perundurai,Turmeric,Finger,FAQ,22/02/2016,8119,9786,9399,39
Tamil Nadu,Erode,Perundurai,Turmeric,Finger,FAQ,23/02/2016,7969,9190,8793,39
Tamil Nadu,Erode,Perundurai,Turmeric,Finger,FAQ,25/02/2016,8297,9869,9476,39
Tamil Nadu,Erode,Perundurai,Turmeric,Finger,FAQ,10/03/2016,8199,9799,9408,39
Tamil Nadu,Erode,Perundurai,Turmeric,Finger,FAQ,15/03/2016,8233,9864,9440,39
Tamil Nadu,Erode,Perundurai,Turmeric,Finger,FAQ,16/03/2016,8477,9914,9497,39
Tamil Nadu,Erode,Perundurai,Turmeric,Finger,FAQ,18/03/2016,8449,9714,9377,39
Tamil Nadu,Erode,Perundurai,Turmeric,Finger,FAQ,05/04/2016,8689,9579,9049,39
Tamil Nadu,Erode,Perundurai,Turmeric,Finger,FAQ,12/04/2016,8614,9909,9514,39
Tamil Nadu,Erode,Perundurai,Turmeric,Finger,FAQ,25/04/2016,8319,9899,9414,39
Tamil Nadu,Erode,Perundurai,Turmeric,Finger,FAQ,17/05/2016,7159,8706,8206,39
Tamil Nadu,Erode,Perundurai,Turmeric,Finger,FAQ,30/05/2016,7789,9114,8699,39
Tamil Nadu,Erode,Perundurai,Turmeric,Finger,FAQ,01/06/2016,7437,9000,8659,39
Tamil Nadu,Erode,Perundurai,Turmeric,Finger,FAQ,08/06/2016,7816,8911,8555,39
Tamil Nadu,Erode,Perundurai,Turmeric,Finger,FAQ,14/06/2016,7859,8984,8567,39
Tamil Nadu,Erode,Perundurai,Turmeric,Finger,FAQ,17/06/2016,7589,8714,8409,39
Tamil Nadu,Erode,Perundurai,Turmeric,Finger,FAQ,20/06/2016,7267,8339,7969,39
Tamil Nadu,Erode,Perundurai,Turmeric,Finger,FAQ,22/06/2016,7699,8877,8477,39
Tamil Nadu,Erode,Perundurai,Turmeric,Finger,FAQ,24/06/2016,7437,9109,8884,39
Tamil Nadu,Erode,Perundurai,Turmeric,Finger,FAQ,08/07/2016,7709,8863,8493,39
Tamil Nadu,Erode,Perundurai,Turmeric,Finger,FAQ,15/07/2016,7669,9099,8649,39
Tamil Nadu,Erode,Perundurai,Turmeric,Finger,FAQ,28/07/2016,7793,9399,8861,39
Tamil Nadu,Erode,Perundurai,Turmeric,Finger,FAQ,12/09/2016,7159,8199,7709,39
Tamil Nadu,Erode,Perundurai,Turmeric,Finger,FAQ,21/09/2016,8129,9005,8412,39
Tamil Nadu,Erode,Perundurai,Turmeric,Finger,FAQ,27/09/2016,6948,8479,8109,39
Tamil Nadu,Erode,Perundurai,Turmeric,Finger,FAQ,03/10/2016,7678,8514,8069,39
Tamil Nadu,Erode,Perundurai,Turmeric,Finger,FAQ,04/10/2016,7639,8719,8459,39
Tamil Nadu,Erode,Perundurai,Turmeric,Finger,FAQ,17/10/2016,7209,7869,7456,39
Tamil Nadu,Erode,Perundurai,Turmeric,Finger,FAQ,18/10/2016,6873,7569,7209,39
Tamil Nadu,Erode,Perundurai,Turmeric,Finger,FAQ,20/10/2016,7309,9029,8634,39
Tamil Nadu,Erode,Perundurai,Turmeric,Finger,FAQ,24/10/2016,7099,8697,8279,39
Tamil Nadu,Erode,Perundurai,Turmeric,Finger,FAQ,03/11/2016,7305,8517,8094,39
Tamil Nadu,Erode,Perundurai,Turmeric,Finger,FAQ,28/11/2016,7447,8863,8561,39
Tamil Nadu,Erode,Perundurai,Turmeric,Finger,FAQ,16/12/2016,7569,9150,8745,39
Tamil Nadu,Erode,Perundurai,Turmeric,Finger,FAQ,23/12/2016,7369,8209,7739,39
Tamil Nadu,Erode,Perundurai,Turmeric,Bulb,FAQ,04/01/2018,6859,7689,7274,39
Tamil Nadu,Erode,Perundurai,Turmeric,Bulb,FAQ,12/01/2018,6850,7929,7469,39
Tamil Nadu,Erode,Perundurai,Turmeric,Bulb,FAQ,19/01/2018,6539,7539,7034,39
Tamil Nadu,Erode,Perundurai,Turmeric,Bulb,FAQ,22/01/2018,6131,7203,6788,39
Tamil Nadu,Erode,Perundurai,Turmeric,Bulb,FAQ,24/01/2018,6388,7307,6899,39
Tamil Nadu,Erode,Perundurai,Turmeric,Bulb,FAQ,29/01/2018,6069,7211,6791,39
Tamil Nadu,Erode,Perundurai,Turmeric,Bulb,FAQ,07/02/2018,5908,6989,6303,39
Tamil Nadu,Erode,Perundurai,Turmeric,Bulb,FAQ,16/02/2018,6255,7106,6786,39
Tamil Nadu,Erode,Perundurai,Turmeric,Bulb,FAQ,19/02/2018,6269,7155,6712,39
Tamil Nadu,Erode,Perundurai,Turmeric,Bulb,FAQ,23/02/2018,6369,7220,6839,39
Tamil Nadu,Erode,Perundurai,Turmeric,Bulb,FAQ,28/02/2018,6289,7141,6611,39
Tamil Nadu,Erode,Perundurai,Turmeric,Bulb,FAQ,01/03/2018,6269,7241,6709,39
Tamil Nadu,Erode,Perundurai,Turmeric,Bulb,FAQ,06/03/2018,5899,6565,6279,39
Tamil Nadu,Erode,Perundurai,Turmeric,Bulb,FAQ,16/03/2018,5889,6889,6355,39
Tamil Nadu,Erode,Perundurai,Turmeric,Bulb,FAQ,22/03/2018,6539,7520,7189,39
Tamil Nadu,Erode,Perundurai,Turmeric,Bulb,FAQ,27/03/2018,6249,7299,6789,39
Tamil Nadu,Erode,Perundurai,Turmeric,Bulb,FAQ,09/04/2018,6094,7139,6699,39
Tamil Nadu,Erode,Perundurai,Turmeric,Bulb,FAQ,17/04/2018,6239,7039,6649,39
Tamil Nadu,Erode,Perundurai,Turmeric,Bulb,FAQ,26/04/2018,6369,7440,6993,39
Tamil Nadu,Erode,Perundurai,Turmeric,Bulb,FAQ,09/05/2018,7034,7870,7403,39
Tamil Nadu,Erode,Perundurai,Turmeric,Bulb,FAQ,14/06/2018,6959,7769,7413,39
Tamil Nadu,Erode,Perundurai,Turmeric,Bulb,FAQ,18/06/2018,6394,7509,7131,39
Tamil Nadu,Erode,Perundurai,Turmeric,Bulb,FAQ,22/06/2018,6769,7589,7089,39
Tamil Nadu,Erode,Perundurai,Turmeric,Bulb,FAQ,25/06/2018,6129,7699,6777,39
Tamil Nadu,Erode,Perundurai,Turmeric,Bulb,FAQ,17/07/2018,6029,6799,6359,39
Tamil Nadu,Erode,Perundurai,Turmeric,Bulb,FAQ,19/07/2018,6889,7713,7364,39
Tamil Nadu,Erode,Perundurai,Turmeric,Bulb,FAQ,24/07/2018,4089,9279,5869,39
Tamil Nadu,Erode,Perundurai,Turmeric,Bulb,FAQ,27/07/2018,5799,6685,6276,39
Tamil Nadu,Erode,Perundurai,Turmeric,Bulb,FAQ,10/08/2018,6399,7489,6899,39
Tamil Nadu,Erode,Perundurai,Turmeric,Bulb,FAQ,14/08/2018,6389,7369,6873,39
Tamil Nadu,Erode,Perundurai,Turmeric,Bulb,FAQ,20/08/2018,6539,7517,7169,39
Tamil Nadu,Erode,Perundurai,Turmeric,Bulb,FAQ,24/08/2018,6133,7239,6693,39
Tamil Nadu,Erode,Perundurai,Turmeric,Bulb,FAQ,28/08/2018,5569,7704,6434,39
Tamil Nadu,Erode,Perundurai,Turmeric,Bulb,FAQ,31/08/2018,6879,7549,7169,39
Tamil Nadu,Erode,Perundurai,Turmeric,Bulb,FAQ,20/09/2018,6269,7139,6704,39
Tamil Nadu,Erode,Perundurai,Turmeric,Bulb,FAQ,08/10/2018,4589,7169,5879,39
Tamil Nadu,Erode,Perundurai,Turmeric,Bulb,FAQ,15/10/2018,5655,6693,6174,39
Tamil Nadu,Erode,Perundurai,Turmeric,Bulb,FAQ,29/10/2018,5436,6709,5799,39
Tamil Nadu,Erode,Perundurai,Turmeric,Bulb,FAQ,09/11/2018,5294,6599,5947,39
Tamil Nadu,Erode,Perundurai,Turmeric,Bulb,FAQ,22/11/2018,5989,7069,6509,39
Tamil Nadu,Erode,Perundurai,Turmeric,Bulb,FAQ,26/11/2018,5511,6699,6269,39
Tamil Nadu,Erode,Perundurai,Turmeric,Bulb,FAQ,30/11/2018,5789,6969,6489,39
Tamil Nadu,Erode,Perundurai,Turmeric,Bulb,FAQ,03/12/2018,5240,6091,5789,39
Tamil Nadu,Erode,Perundurai,Turmeric,Bulb,FAQ,04/12/2018,6089,7139,6699,39
Tamil Nadu,Erode,Perundurai,Turmeric,Bulb,FAQ,05/12/2018,5894,6899,6339,39
Tamil Nadu,Erode,Perundurai,Turmeric,Bulb,FAQ,06/12/2018,5934,6969,6452,39
Tamil Nadu,Erode,Perundurai,Turmeric,Bulb,FAQ,10/12/2018,6069,6899,6469,39
Tamil Nadu,Erode,Perundurai,Turmeric,Bulb,FAQ,12/12/2018,5993,7089,6541,39
Tamil Nadu,Erode,Perundurai,Turmeric,Bulb,FAQ,14/12/2018,6080,7139,6680,39
Tamil Nadu,Erode,Perundurai,Turmeric,Bulb,FAQ,18/12/2018,5691,6693,6389,39
Tamil Nadu,Erode,Perundurai,Turmeric,Finger,FAQ,02/01/2018,6799,7839,7403,39
